price,sector,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,has_servant_room,has_study_room,has_pooja_room,has_store_room,has_others,furnishing_type,luxury_score,super_built_up_area,built_up_area,carpet_area
5.25,DLF Phase 5,20388.0,2575.0,4,4,3,9.0,Old Property,1,0,1,0,1,0,135,2575.0,2575.0,2560.0
2.78,Sector 67,13580.0,2047.0,3,3,3+,4.0,Relatively New,0,0,1,0,0,1,157,2047.0,2047.0,
0.72,Sector 92,4500.0,1600.0,3,3,3,9.0,Relatively New,1,0,0,0,0,0,49,1935.0,1935.0,1600.0
1.55,Sector 56,7750.0,2000.0,3,3,3+,6.0,Moderately Old,1,0,0,0,0,1,49,2000.0,2000.0,
1.5,Sector 43,12658.0,1185.0,3,3,3+,7.0,Old Property,0,0,0,1,0,1,174,1400.0,1400.0,1185.0
3.05,Sector 67,16266.0,1875.0,3,4,2,35.0,Relatively New,1,1,0,0,0,1,165,2385.0,2385.0,1875.0
3.83,sector 58,21577.0,1775.0,3,4,2,10.0,Relatively New,1,1,0,0,0,1,174,2164.0,2164.0,1775.0
2.25,Sector 74,13636.0,1650.0,3,3,2,9.0,Relatively New,1,0,0,0,0,1,174,2038.0,2038.0,1650.0
1.4,Sector 83,7179.0,1950.0,4,4,3,10.0,Relatively New,1,0,0,0,0,0,35,,,1950.0
3.75,Sector 112,13383.0,2802.0,3,5,3+,22.0,Relatively New,1,0,0,0,0,1,49,2802.0,2802.0,
1.51,Sector 70A,7641.0,1976.0,3,3,3,7.0,Relatively New,1,0,0,0,0,0,49,1976.0,1976.0,
2.7,Sector 48,11713.0,2305.0,3,3,3+,7.0,Relatively New,1,1,0,0,0,1,174,2305.0,2305.0,1700.0
3.35,Sector 113,12444.0,2692.0,4,4,3+,11.0,Relatively New,1,1,0,0,0,1,174,,,2692.0
1.5,Sector 69,10714.0,1400.0,3,3,2,8.0,Relatively New,0,0,1,0,0,1,174,1578.0,1578.0,1400.0
2.2,Sector 81,8270.0,2660.0,3,4,3+,8.0,Relatively New,1,0,0,0,0,1,165,2660.0,2660.0,2300.0
2.55,Sector 82A,11218.0,2273.0,4,4,3+,14.0,Relatively New,0,0,0,0,0,2,44,2273.0,2273.0,1340.0
0.45,Sector 81,7525.0,598.0,2,2,2,6.0,Relatively New,0,0,0,1,0,1,39,,,598.0
1.18,Sector 83,6801.0,1735.0,3,3,2,14.0,Relatively New,0,0,0,0,0,0,26,1735.0,1735.0,1500.0
0.85,Sector 84,6692.0,1270.0,2,2,3,6.0,Relatively New,0,0,0,0,0,1,28,1270.0,1270.0,1050.0
1.49,Sector 84,7590.0,1963.0,3,3,3,6.0,Relatively New,1,0,0,0,0,0,28,1963.0,1963.0,1700.0
6.5,Sector 53,19174.0,3390.0,4,5,3+,10.0,Relatively New,1,1,1,0,0,1,174,3390.0,3390.0,2500.0
1.18,Sector 92,5207.0,2266.0,4,4,3,8.0,Relatively New,1,0,0,0,0,0,108,,,2266.0
0.8,Sector 92,5252.0,1523.0,3,3,3,7.0,Relatively New,0,1,0,0,0,1,80,,,1523.0
1.42,Sector 83,8875.0,1600.0,4,4,3,7.0,Relatively New,1,1,0,0,0,0,103,2390.0,2390.0,1600.0
5.0,Sector 65,16666.0,3000.0,3,3,3,2.0,Relatively New,1,0,0,0,0,1,174,3246.0,3246.0,3000.0
1.72,Sector 86,8916.0,1929.0,3,3,1,8.0,Relatively New,0,0,0,0,1,1,49,1929.0,1929.0,
1.95,Sector 65,13928.0,1400.0,3,3,3+,1.0,New Property,0,0,0,1,0,2,117,,,1400.0
0.75,Sector 83,5597.0,1340.0,3,3,3,10.0,New Property,0,0,0,0,1,1,49,1340.0,1340.0,1000.0
1.72,Sector 37D,7850.0,2191.0,3,3,3+,10.0,Relatively New,1,0,0,0,0,0,31,2191.0,2191.0,
2.5,Sector 102,7817.0,3198.0,4,5,3+,10.0,Relatively New,1,0,1,0,0,1,174,3198.0,3198.0,2350.0
1.7,Sector 102,8395.0,2025.0,3,4,3+,8.0,Relatively New,1,0,1,0,0,1,174,2025.0,2025.0,1600.0
1.14,Nirvana Country,8532.0,1336.0,2,2,2,19.0,Moderately Old,0,0,0,0,1,1,174,1336.0,1336.0,1100.0
1.35,Sushant Lok Phase 1,10037.0,1345.0,3,3,3,2.0,Old Property,0,0,0,0,1,1,93,1345.0,1345.0,1300.0
0.27,Sector 99A,6049.0,446.0,2,2,1,10.0,Relatively New,0,0,0,0,0,0,67,,,448.0
1.4,Sector 86,5942.0,2356.0,4,4,3+,20.0,Relatively New,1,0,1,0,0,0,65,2356.0,2356.0,
1.25,Sector 86,6476.0,1930.0,3,4,3+,2.0,Relatively New,1,0,1,0,0,0,65,1930.0,1930.0,
1.18,Sector 85,10727.0,1100.0,2,2,3,9.0,Relatively New,0,1,0,0,0,1,150,1741.0,1741.0,1100.0
1.1,Sector 85,9565.0,1150.0,2,2,3,10.0,Relatively New,0,0,1,0,0,0,150,1640.0,1640.0,1150.0
1.21,Sector 107,6227.0,1943.0,3,3,3,7.0,Moderately Old,0,0,0,0,0,1,126,1943.0,1943.0,1500.0
3.45,Sector 110,10147.0,3400.0,4,4,3,9.0,Moderately Old,1,0,0,0,0,0,125,3400.0,3400.0,
1.95,Sector 102,10529.0,1852.0,3,3,3,10.0,Relatively New,0,0,0,0,0,0,59,1852.0,1852.0,
3.65,Sector 111,12372.0,2950.0,4,5,3+,17.0,Moderately Old,1,0,0,0,0,1,132,2950.0,2950.0,
2.3,DLF Phase 4,11817.0,1946.0,3,3,3,7.0,Moderately Old,1,0,0,0,0,0,117,,1777.0,
3.4,Sector 66,15454.0,2200.0,3,4,3,9.0,Relatively New,1,0,0,1,0,1,96,2200.0,2200.0,
1.14,Sohna,6530.0,1746.0,3,3,3+,4.0,Relatively New,0,0,0,0,0,0,157,1751.0,1751.0,1062.0
0.96,Sohna,6571.0,1461.0,2,2,3+,14.0,Relatively New,0,1,0,0,0,0,151,1457.0,1457.0,849.0
3.05,Sector 113,15561.0,1960.0,3,4,3,3.0,Relatively New,1,0,0,0,0,0,174,2690.0,2690.0,1960.0
2.35,Sector 113,13352.0,1760.0,3,4,3,3.0,Relatively New,1,0,0,0,0,0,174,2217.0,2217.0,1760.0
1.05,Sector 99A,6774.0,1550.0,2,2,3,2.0,Relatively New,0,1,0,0,0,0,49,1550.0,1550.0,1240.0
1.02,Sector 99A,8793.0,1160.0,2,2,3,3.0,Relatively New,0,1,0,0,0,0,174,1550.0,1550.0,1160.0
1.08,Sector 99A,6625.0,1630.0,3,5,3,2.0,Relatively New,1,0,0,0,1,0,49,1997.0,1997.0,1630.0
1.75,Sector 113,10443.0,1676.0,2,2,2,10.0,Relatively New,0,1,0,0,0,0,104,1580.0,1580.0,
2.45,Sector 113,10786.0,2271.0,3,3,3,8.0,Relatively New,0,0,0,0,0,0,110,2225.0,2225.0,
6.0,Sector 113,9139.0,6565.0,5,6,3+,24.0,Moderately Old,0,0,0,0,0,0,117,,,6565.0
1.68,Sector 109,9627.0,1745.0,3,3,3,8.0,Relatively New,0,0,0,0,0,0,142,1745.0,1745.0,
1.26,Sector 102,10041.0,1255.0,2,2,2,10.0,Relatively New,0,0,0,0,0,0,108,1215.0,1215.0,
1.82,Sector 102,9011.0,2020.0,3,4,3+,12.0,Relatively New,1,0,0,0,0,0,101,1942.0,1942.0,
2.58,Sector 111,11727.0,2200.0,3,4,2,9.0,Relatively New,1,0,0,0,0,0,101,2200.0,2200.0,
1.75,Sector 113,10489.0,1668.0,2,2,3,10.0,Relatively New,0,1,0,0,0,0,93,1573.0,1573.0,
2.6,Sector 108,15195.0,1711.0,3,3,2,8.0,Relatively New,0,0,0,0,0,0,99,1711.0,1711.0,
2.9,Sector 108,14478.0,2003.0,3,4,2,11.0,Relatively New,0,0,0,0,0,0,108,2003.0,2003.0,
1.4,Sector 107,5929.0,2361.0,3,4,3+,6.0,Relatively New,1,0,0,0,0,0,117,2361.0,2361.0,
2.95,Sector 109,9365.0,3150.0,4,5,3+,10.0,Relatively New,1,0,0,0,0,0,101,3150.0,3150.0,
2.25,Sector 109,8704.0,2585.0,3,4,3,14.0,Relatively New,1,0,0,0,0,0,101,2585.0,2585.0,
1.4,Sector 109,8000.0,1750.0,3,3,3+,9.0,Relatively New,0,0,0,0,0,0,95,1750.0,1750.0,
1.26,Sector 109,6542.0,1926.0,3,2,3,8.0,Relatively New,0,0,0,0,0,0,103,1880.0,1880.0,
1.7,Sector 69,8623.0,1971.0,4,4,1,12.0,Relatively New,0,0,0,0,0,0,88,1970.0,1970.0,
1.43,Sector 69,9039.0,1582.0,3,3,2,1.0,Relatively New,0,0,1,0,0,0,102,1578.0,1578.0,
1.3,Sector 69,8283.0,1569.0,3,3,1,12.0,Relatively New,0,0,1,0,0,0,86,1568.0,1568.0,
1.32,Sector 69,8411.0,1569.0,3,3,1,12.0,Relatively New,0,0,1,0,0,0,86,1568.0,1568.0,
2.0,Sector 69,9950.0,2010.0,4,4,2,0.0,Relatively New,0,0,0,0,0,0,95,2010.0,2010.0,
1.43,Sector 69,8886.0,1609.0,3,3,2,1.0,Relatively New,0,0,1,0,0,0,86,1608.0,1608.0,
3.46,Sector 81,12047.0,2872.0,4,4,3+,10.0,New Property,1,0,0,0,0,2,161,2872.0,2872.0,
2.25,Sector 81,10553.0,2132.0,3,3,3+,6.0,New Property,1,0,0,0,0,2,168,2132.0,2132.0,
1.7,Sector 109,9742.0,1745.0,3,3,3,21.0,Moderately Old,0,0,0,0,0,0,49,1745.0,1745.0,1250.0
1.8,Sector 109,7072.0,2545.0,3,3,3+,10.0,Relatively New,0,0,0,0,0,0,174,2545.0,2545.0,1527.0
1.35,Sector 109,7180.0,1880.0,3,2,3+,12.0,Relatively New,0,0,0,0,0,0,128,1880.0,1880.0,1128.0
5.4,Sector 65,18126.0,2979.0,3,4,3,19.0,Moderately Old,1,1,0,0,0,1,174,2979.0,2979.0,
1.55,Sector 54,7380.0,2100.0,3,3,3+,3.0,Moderately Old,0,0,1,0,1,1,125,2100.0,2100.0,1900.0
1.6,Sector 74,9512.0,1682.0,2,2,2,26.0,Relatively New,0,0,0,0,0,1,158,1682.0,1682.0,1345.0
2.09,Sector 56,8708.0,2400.0,4,4,3+,7.0,Relatively New,0,0,0,0,1,1,125,2400.0,2400.0,2200.0
1.75,Sector 54,7954.0,2200.0,3,3,3+,6.0,Moderately Old,1,0,0,0,0,1,126,2200.0,2200.0,2000.0
1.38,Sector 83,8023.0,1720.0,3,3,3,5.0,Relatively New,1,0,0,0,0,1,8,1720.0,1720.0,1150.0
2.25,Sector 65,13636.0,1650.0,3,3,3,3.0,Relatively New,1,1,0,0,0,1,49,1650.0,1650.0,1350.0
2.4,Sector 81,11412.0,2103.0,3,4,3+,19.0,Relatively New,1,0,0,0,0,2,174,2103.0,2103.0,
1.72,Sector 83,9052.0,1900.0,3,3,3,4.0,Relatively New,1,0,0,0,0,1,165,1900.0,1900.0,1240.04
0.88,Sector 78,4746.0,1854.0,3,4,3,8.0,Moderately Old,1,0,1,0,0,0,111,1854.0,1854.0,1501.0
3.15,Sector 83,8400.0,3750.0,5,7,3+,15.0,Relatively New,1,0,0,0,0,1,165,3750.0,3750.0,2444.94
1.72,Sector 37D,9497.0,1811.0,3,3,3,9.0,Relatively New,0,1,0,0,0,1,24,1811.0,1811.0,996.3
1.47,Sector 74,10954.0,1342.0,2,2,3,26.0,New Property,0,0,0,0,0,1,31,1415.0,1415.0,
1.1,Sector 71,6104.0,1802.0,3,4,3,3.0,Moderately Old,1,0,0,0,0,0,26,1802.0,1802.0,
1.32,Sector 71,6019.0,2193.0,4,4,3,14.0,Moderately Old,1,0,0,0,0,0,65,2193.0,2193.0,
1.3,Sector 71,5531.0,2350.0,4,4,3,5.0,Moderately Old,1,0,0,0,0,0,126,2350.0,2350.0,
1.35,Sector 71,5744.0,2350.0,4,4,3,8.0,Moderately Old,1,0,0,0,0,0,26,2350.0,2350.0,
3.0,Sector 66,10853.0,2764.0,4,4,3,3.0,Relatively New,1,1,1,0,1,1,174,2764.0,2764.0,2500.0
1.6,Sector 86,8294.0,1929.0,3,3,3+,9.0,Relatively New,0,0,0,0,1,1,167,1929.0,1929.0,1300.0
3.0,Sector 49,12589.0,2383.0,4,4,3,5.0,Moderately Old,1,0,1,0,0,1,141,2383.0,2383.0,2000.0
0.9,Sector 1 Imt Manesar,3477.0,2588.0,3,3,3+,8.0,Moderately Old,1,0,0,0,0,0,23,2588.0,2588.0,
1.75,Sector 54,7954.0,2200.0,3,4,3+,5.0,Moderately Old,1,0,0,0,0,1,83,2200.0,2200.0,1700.0
2.0,Sector 102,10799.0,1852.0,3,3,3,9.0,Relatively New,0,0,0,0,0,0,49,1852.0,1852.0,
1.8,Sector 102,10638.0,1692.0,3,3,3,5.0,Relatively New,0,0,0,0,0,0,49,1692.0,1692.0,
1.6,Sector 109,9169.0,1745.0,3,3,3,10.0,Relatively New,0,0,0,0,0,0,86,1745.0,1745.0,
1.4,Sector 110 A,9655.0,1450.0,3,3,3,10.0,Relatively New,0,0,0,0,0,1,142,1615.0,1615.0,1450.0
1.8,Sector 110 A,8814.0,2042.0,3,3,3+,7.0,Relatively New,1,0,0,0,0,1,136,2042.0,2042.0,1650.0
2.7,Sector 67,11489.0,2350.0,4,4,3+,9.0,Moderately Old,1,0,1,0,0,1,149,2350.0,2350.0,
1.55,Sector 86,8031.0,1930.0,3,3,3,5.0,Relatively New,0,0,0,0,0,0,49,1930.0,1930.0,1720.0
1.15,Sector 82,6424.0,1790.0,3,4,2,15.0,Relatively New,1,0,1,0,0,1,104,1790.0,1790.0,
1.49,Sector 102,9030.0,1650.0,3,3,3,10.0,Relatively New,0,0,0,0,0,1,159,1650.0,1650.0,1022.58
1.91,Sector 102,9550.0,2000.0,3,4,2,17.0,Relatively New,1,1,0,0,0,1,152,2000.0,2000.0,1228.17
1.05,Sector 83,8571.0,1225.0,3,3,3,8.0,Moderately Old,0,0,1,0,0,1,103,1740.0,1740.0,1225.0
2.14,Sector 103,7443.0,2875.0,4,6,3+,7.0,Relatively New,1,0,0,0,0,0,142,2875.0,2875.0,2550.0
1.02,Palam Vihar,7208.0,1415.0,2,2,3,11.0,Moderately Old,0,0,0,0,0,0,92,1415.0,1415.0,
0.56,Palam Vihar,8553.0,655.0,1,1,2,7.0,Moderately Old,0,0,0,0,0,0,92,,,650.0
2.5,Sector 60,16129.0,1550.0,2,3,2,4.0,Relatively New,0,1,0,0,0,0,100,1550.0,1550.0,
2.0,Sector 61,11764.0,1700.0,3,3,3,24.0,Moderately Old,0,0,0,0,0,1,75,1700.0,1700.0,
2.2,Sector 63,12813.0,1717.0,3,4,3+,8.0,Moderately Old,0,1,0,0,0,1,61,1717.0,1717.0,
1.65,Sector 108,8237.0,2003.0,3,4,3,3.0,Moderately Old,0,1,0,0,0,1,75,2003.0,2003.0,1302.01
1.6,Sector 70A,9584.0,1669.0,2,2,2,22.0,Moderately Old,0,0,0,0,0,0,86,1565.0,1565.0,
0.85,Sector 82,6538.0,1300.0,2,2,2,0.0,Relatively New,0,0,0,0,0,1,49,1300.0,1300.0,
1.4,Sector 102,8484.0,1650.0,3,3,3,3.0,Relatively New,1,0,0,0,0,0,60,1650.0,1650.0,1022.58
2.09,DLF Phase 5,14615.0,1430.0,3,3,2,11.0,Old Property,0,0,0,0,0,1,79,1430.0,1430.0,
2.51,Sector 49,12178.0,2061.0,3,3,3+,7.0,Old Property,0,1,0,0,0,1,72,2061.0,2061.0,
1.69,Sector 54,7954.0,2125.0,3,3,3+,5.0,Old Property,1,0,0,0,0,1,65,2200.0,2200.0,
0.98,Palam Vihar,6932.0,1414.0,2,2,3,11.0,Moderately Old,0,0,0,0,0,1,83,1415.0,1415.0,
2.0,Sector 108,7196.0,2779.0,4,4,3+,10.0,Relatively New,1,0,1,0,0,1,174,2779.0,2779.0,2300.0
1.95,Sector 49,9972.0,1955.0,3,3,3,2.0,Old Property,0,0,0,0,0,1,90,1805.0,1805.0,
2.1,DLF Phase 5,15418.0,1362.0,3,3,1,2.0,Old Property,0,0,0,1,0,1,88,1362.0,1362.0,
1.55,Sector 56,7750.0,2000.0,3,3,3,5.0,Old Property,1,0,0,0,0,1,52,2000.0,2000.0,
1.98,Sector 49,9074.0,2182.0,3,4,3,9.0,Moderately Old,1,0,0,0,0,1,101,2182.0,2182.0,1670.0
2.05,Sector 56,8541.0,2400.0,4,4,3+,8.0,Moderately Old,0,0,0,0,0,1,49,,,2400.0
1.4,Sector 52,6086.0,2300.0,3,3,3+,8.0,Relatively New,0,0,0,0,0,1,80,,,2300.0
1.4,Sector 109,8000.0,1750.0,3,3,3+,8.0,Relatively New,0,0,0,1,0,0,119,1750.0,1750.0,1350.0
2.36,Sector 103,9182.0,2570.0,4,6,3+,8.0,Relatively New,1,0,0,0,0,1,159,2875.0,2875.0,2570.0
1.65,Sector 109,10645.0,1550.0,3,3,3,19.0,Relatively New,0,0,0,1,0,1,159,1745.0,1745.0,1550.0
2.65,Sector 111,13589.0,1950.0,3,4,2,7.0,Relatively New,1,0,0,0,0,1,159,2215.0,2215.0,1950.0
2.63,Sector 104,9563.0,2750.0,4,4,3+,21.0,Relatively New,1,0,0,0,0,1,161,3150.0,3150.0,2750.0
2.25,Sector 104,10465.0,2150.0,3,4,3+,4.0,Relatively New,1,0,0,0,0,1,159,2450.0,2450.0,2150.0
2.55,Sector 104,13076.0,1950.0,4,4,3+,21.0,Relatively New,1,0,0,0,0,0,150,3150.0,3150.0,1950.0
1.15,Sector 103,7765.0,1481.0,2,2,3,8.0,Relatively New,0,1,0,0,0,1,135,1481.0,1481.0,
1.45,Sector 56,7250.0,2000.0,3,3,3+,7.0,Old Property,1,1,1,0,1,0,166,2000.0,2000.0,1800.0
2.6,Sector 104,8813.0,2950.0,4,4,3+,16.0,Relatively New,1,0,0,0,0,1,150,3150.0,3150.0,2950.0
1.55,Sector 102,9393.0,1650.0,3,4,3,7.0,Relatively New,1,0,0,0,0,1,152,1650.0,1650.0,1022.58
1.2,Sector 70A,8450.0,1420.0,2,2,3,6.0,Moderately Old,0,0,0,0,0,0,42,1420.0,1420.0,
1.55,Sector 70,7948.0,1950.0,3,3,3,6.0,Relatively New,1,1,1,0,1,0,49,1950.0,1950.0,1161.0
1.65,Sector 70,8461.0,1950.0,3,4,3,5.0,Relatively New,1,0,0,0,1,1,49,1950.0,1950.0,1161.0
1.05,Sector 85,6402.0,1640.0,2,2,3,6.0,Relatively New,0,0,0,0,1,1,49,1640.0,1640.0,
1.29,Sector 90,9020.0,1430.0,3,3,3,7.0,Relatively New,0,1,0,0,0,0,174,1702.0,1702.0,1430.0
0.56,Sector 67A,7928.0,706.0,2,2,2,0.0,Relatively New,0,0,0,0,1,0,49,,,700.0
1.26,Sector 90,7636.0,1650.0,3,3,2,12.0,Relatively New,0,0,0,0,1,0,8,1744.0,1744.0,
1.91,Sector 85,5026.0,3800.0,4,6,3,6.0,Relatively New,1,0,0,0,0,0,174,3950.0,3950.0,3800.0
2.2,Sector 85,5641.0,3900.0,4,6,3,10.0,Relatively New,1,0,0,0,0,0,174,3950.0,3950.0,3900.0
1.98,Sector 85,8256.0,2398.0,3,4,3,12.0,Relatively New,0,0,0,1,0,0,174,2408.0,2408.0,2398.0
1.11,Sector 85,6851.0,1620.0,2,2,3,8.0,Relatively New,0,0,0,1,0,0,174,1640.0,1640.0,1620.0
2.25,Sector 81,10755.0,2092.0,3,4,3+,11.0,Relatively New,1,0,0,0,0,2,174,2092.0,2092.0,2087.0
1.05,Sector 84,6774.0,1550.0,3,3,3,6.0,Relatively New,0,0,0,0,1,0,129,1750.0,1750.0,1550.0
2.6,Sector 82A,11438.0,2273.0,4,4,3+,2.0,Relatively New,0,0,0,0,1,0,38,2273.0,2273.0,1340.0
1.04,Sector 85,8320.0,1250.0,2,2,3,17.0,New Property,0,0,0,0,1,0,145,1640.0,1640.0,1250.0
1.25,Sector 90,7167.0,1744.0,3,3,2,11.0,Relatively New,0,0,0,0,1,0,14,1744.0,1744.0,
3.4,Sector 112,12134.0,2802.0,3,3,2,14.0,Relatively New,0,0,0,0,0,1,159,2802.0,2802.0,
1.25,Sector 90,7339.0,1703.0,3,3,3,28.0,Moderately Old,1,0,0,0,0,0,38,1703.0,1703.0,
0.41,Sector 86,8283.0,495.0,2,2,1,7.0,New Property,1,1,1,0,1,0,49,,,501.0
0.75,Sector 83,6024.0,1245.0,2,2,2,19.0,Relatively New,0,0,0,0,1,1,105,1245.0,1245.0,1020.0
1.7,Sector 90,7223.0,2354.0,4,4,3+,15.0,Moderately Old,1,0,0,0,0,0,38,2215.0,2215.0,
0.87,Sector 91,6641.0,1310.0,2,2,2,9.0,Relatively New,0,0,0,1,0,0,78,1310.0,1310.0,1000.0
1.25,Sector 90,10416.0,1200.0,3,3,3,18.0,Moderately Old,1,0,0,0,0,0,100,1702.0,1702.0,1200.0
2.35,Sector 81,11233.0,2092.0,3,4,3+,18.0,Relatively New,1,0,0,0,0,0,106,2092.0,2092.0,1100.0
1.73,Sector 104,7554.0,2290.0,3,4,3+,15.0,Relatively New,1,0,0,0,0,0,159,2290.0,2290.0,
0.97,Sector 106,8818.0,1100.0,2,2,3,6.0,New Property,0,0,1,0,0,1,174,1385.0,1385.0,1100.0
1.35,Sector 106,7297.0,1850.0,4,4,3+,18.0,Relatively New,1,0,1,0,0,1,174,2355.0,2355.0,1850.0
1.32,Sector 99A,6609.0,1997.0,3,5,3,11.0,New Property,1,0,0,0,0,0,88,1997.0,1997.0,1500.0
0.71,Sohna,5607.0,1266.0,2,2,3,10.0,Relatively New,0,0,0,0,0,0,159,1275.0,1275.0,
0.78,Sohna,5422.0,1439.0,2,2,2,7.0,Relatively New,0,1,0,0,0,1,137,1457.0,1457.0,
5.5,Sector 65,16959.0,3243.0,3,4,3,3.0,Relatively New,1,0,0,0,0,0,49,3243.0,3243.0,2388.0
2.3,Sector 81,14375.0,1600.0,3,4,3+,18.0,Relatively New,1,0,0,0,0,1,174,2132.0,2132.0,1600.0
0.43,Sector 95,3152.0,1364.0,2,2,2,6.0,Relatively New,0,0,0,0,0,0,120,1364.0,1364.0,1020.0
0.98,Sector 107,6421.0,1526.0,2,2,3,7.0,Relatively New,0,1,0,0,0,1,174,1534.0,1534.0,1056.0
0.8,Sector 107,5856.0,1366.0,2,2,3+,6.0,Relatively New,0,0,1,0,0,1,174,1366.0,1366.0,1055.0
2.65,Sector 104,8412.0,3150.0,4,4,3+,10.0,Relatively New,1,0,0,0,0,0,174,3150.0,3150.0,
2.35,DLF Phase 5,14242.0,1650.0,3,3,2,1.0,Old Property,0,0,0,1,0,1,102,1650.0,1650.0,1405.0
1.29,Sector 107,8835.0,1460.0,3,3,3+,1.0,Relatively New,0,0,1,0,0,1,174,1943.0,1943.0,1460.0
1.83,Sector 104,7991.0,2290.0,3,4,3+,10.0,Relatively New,1,0,0,0,0,0,165,2290.0,2290.0,1750.0
1.39,Sector 107,5887.0,2361.0,3,4,3+,6.0,Relatively New,1,0,1,0,0,1,174,2361.0,2361.0,1780.0
1.12,Sector 83,6455.0,1735.0,3,3,2,4.0,Relatively New,1,1,1,1,0,1,165,1735.0,1735.0,1126.0
0.65,Sector 108,4761.0,1365.0,2,2,2,5.0,Relatively New,0,0,1,0,0,1,174,1365.0,1365.0,
1.5,Sector 91,6465.0,2320.0,3,4,3+,3.0,Relatively New,1,1,0,0,0,0,112,2320.0,2320.0,1325.0
1.9,Sector 91,6975.0,2724.0,4,4,3,9.0,Relatively New,1,0,0,0,0,0,120,2724.0,2724.0,
2.35,Nirvana Country,11227.0,2093.0,3,3,3,8.0,Moderately Old,0,0,0,1,0,1,149,2093.0,2093.0,1850.0
0.6,Sector 2,8163.0,735.0,1,1,1,5.0,Moderately Old,0,0,0,0,0,1,67,735.0,735.0,
2.0,DLF Phase 4,14598.0,1370.0,3,3,1,12.0,Old Property,0,0,0,0,0,1,96,1370.0,1370.0,
1.57,Sector 74,11000.0,1427.0,2,2,3+,10.0,Relatively New,0,0,0,0,1,0,137,1424.0,1424.0,1100.0
1.44,Sector 37C,7250.0,1986.0,3,3,3+,8.0,New Property,1,0,0,0,0,0,37,,,1990.0
1.26,Sector 37C,7250.0,1738.0,3,3,3,4.0,New Property,0,0,0,0,0,0,28,1735.0,1735.0,965.0
1.05,Sector 68,8536.0,1230.0,2,2,2,11.0,New Property,0,0,0,0,0,1,127,1230.0,1230.0,1000.0
6.44,Sector 53,19000.0,3389.0,4,4,3,7.0,Moderately Old,1,0,0,0,0,1,80,3390.0,3390.0,
7.56,Sector 62,18000.0,4200.0,4,4,3+,23.0,Relatively New,1,0,1,0,0,1,87,,4200.0,
3.8,DLF Phase 5,15510.0,2450.0,3,3,3+,1.0,Moderately Old,1,0,1,0,0,1,68,,2450.0,
6.75,Sector 54,24963.0,2704.0,4,4,2,8.0,Moderately Old,1,0,0,0,0,2,135,2704.0,2704.0,1534.0
0.65,Sector 90,4961.0,1310.0,2,2,3,11.0,Relatively New,0,1,0,0,0,1,49,1300.0,1300.0,1075.0
1.75,Sector 109,8139.0,2150.0,3,4,3+,7.0,Relatively New,1,0,0,0,0,0,165,2150.0,2150.0,
1.54,Sector 56,8324.0,1850.0,3,4,3+,5.0,Old Property,1,0,0,0,0,1,98,2000.0,2000.0,1850.0
1.4,Sector 102,8484.0,1650.0,3,3,3,4.0,Relatively New,1,0,0,0,0,1,83,1650.0,1650.0,
0.97,Sector 102,10601.0,915.0,2,2,2,12.0,Relatively New,0,0,0,0,0,0,100,915.0,915.0,
1.35,Sector 102,9933.0,1359.0,2,2,2,9.0,Relatively New,0,0,0,0,0,0,100,1359.0,1359.0,
1.75,Sector 102,9011.0,1942.0,3,4,3+,13.0,Relatively New,1,0,0,0,0,1,94,1942.0,1942.0,
2.2,Sector 103,7652.0,2875.0,4,6,3+,4.0,Relatively New,1,0,0,0,0,1,108,2875.0,2875.0,
2.45,Sector 108,14040.0,1745.0,3,3,3,15.0,Relatively New,0,0,0,0,0,0,49,1745.0,1745.0,1320.0
1.5,Sector 106,6369.0,2355.0,4,6,3+,11.0,Relatively New,1,0,0,0,0,0,174,2355.0,2355.0,1403.0
2.4,Sector 113,10825.0,2217.0,3,4,3+,5.0,Relatively New,1,0,0,0,0,0,49,2217.0,2217.0,1730.0
2.45,Sector 113,11050.0,2217.0,3,3,3+,3.0,Relatively New,0,1,0,0,0,0,174,2217.0,2217.0,1680.0
3.0,Sector 113,14285.0,2100.0,3,3,3+,3.0,Relatively New,1,0,0,0,0,0,167,2691.0,2691.0,2100.0
1.65,Sector 113,10449.0,1579.0,3,2,2,3.0,Relatively New,0,0,0,0,0,0,49,1579.0,1579.0,1220.0
0.88,Sector 106,6353.0,1385.0,2,2,3+,3.0,Relatively New,0,0,0,0,0,0,49,1385.0,1385.0,1040.0
0.88,Sector 106,6353.0,1385.0,2,2,3+,1.0,Relatively New,0,0,0,0,0,0,49,1385.0,1385.0,845.0
1.28,Sector 106,7272.0,1760.0,3,4,3+,24.0,Relatively New,1,0,0,0,0,0,49,1760.0,1760.0,1130.0
1.34,Sector 106,9550.0,1403.0,4,5,3+,7.0,Relatively New,1,0,0,0,0,0,49,2355.0,2355.0,1403.0
1.32,Sector 106,5605.0,2355.0,4,5,3+,11.0,Relatively New,1,0,0,0,0,0,49,2355.0,2355.0,1403.0
1.13,Sector 106,6406.0,1764.0,3,4,3+,18.0,Relatively New,1,1,0,0,0,0,49,1760.0,1760.0,1130.0
1.38,Sector 99A,7150.0,1930.0,4,5,3+,1.0,Relatively New,1,0,0,0,1,0,49,2352.0,2352.0,1930.0
1.16,Sector 99A,5808.0,1997.0,3,3,3,3.0,Relatively New,1,0,0,0,1,0,49,1997.0,1997.0,1420.0
