price,sector,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,has_servant_room,has_study_room,has_pooja_room,has_store_room,has_others,furnishing_type,luxury_score,super_built_up_area,built_up_area,carpet_area
1.2,Sector 85,10452.0,1148.0,2,2,3+,2.0,Relatively New,0,0,0,1,0,0,156,1640.0,1640.0,1148.0
1.3,Sector 85,7779.0,1671.0,2,2,3+,16.0,Relatively New,0,0,0,1,0,0,148,1671.0,1671.0,1169.0
1.3,Sector 85,10483.0,1240.0,2,2,3+,10.0,Relatively New,0,0,0,1,0,0,148,1772.0,1772.0,1240.0
1.2,Sector 85,7317.0,1640.0,2,2,3+,14.0,Relatively New,0,0,0,1,0,0,141,1640.0,1640.0,1148.0
1.1,Sector 85,6318.0,1741.0,2,2,3+,3.0,Relatively New,0,0,0,1,0,0,143,1741.0,1741.0,1218.0
1.25,Sector 85,10888.0,1148.0,2,2,3+,17.0,Relatively New,0,0,0,1,0,0,156,1741.0,1741.0,1148.0
1.15,Sector 85,10017.0,1148.0,2,2,3+,18.0,Relatively New,0,0,0,1,0,0,156,1640.0,1640.0,1148.0
1.75,Sector 70A,10257.0,1706.0,3,4,3+,20.0,Relatively New,0,0,0,0,1,2,49,,1706.0,1050.0
1.65,Sector 70,8461.0,1950.0,3,5,3,6.0,Relatively New,1,0,1,0,0,0,167,1950.0,1950.0,1161.0
2.55,Sector 104,10408.0,2450.0,4,4,3+,5.0,Relatively New,1,0,0,0,0,0,49,2450.0,2450.0,2150.0
3.9,Sector 72,13425.0,2905.0,4,4,3+,39.0,Relatively New,1,0,0,0,1,0,49,2905.0,2905.0,2150.0
1.08,Sector 68,8674.0,1245.0,2,2,3,1.0,Relatively New,0,0,0,0,0,1,149,1245.0,1245.0,930.0
1.8,Sector 68,9230.0,1950.0,3,3,3+,18.0,Relatively New,0,0,0,0,0,1,126,1950.0,1950.0,1530.0
1.13,Sector 68,9076.0,1245.0,2,2,3,9.0,Relatively New,0,0,0,0,0,1,149,1245.0,1245.0,930.0
1.78,Sector 68,9128.0,1950.0,3,3,3+,27.0,Relatively New,0,0,0,0,0,1,126,1950.0,1950.0,1530.0
1.1,Sector 68,8986.0,1224.0,2,2,3,1.0,Relatively New,0,0,0,0,0,1,127,1224.0,1224.0,830.0
2.5,Sector 70A,11627.0,2150.0,3,3,3+,15.0,Relatively New,0,0,0,0,1,1,174,2150.0,2150.0,1350.0
1.84,Sector 85,7641.0,2408.0,3,4,3,8.0,Relatively New,0,0,1,0,0,0,158,2408.0,2408.0,1685.0
1.18,Sector 85,10094.0,1169.0,2,3,3,12.0,Relatively New,0,0,1,0,0,1,150,1671.0,1671.0,1169.0
1.63,Sector 70,8358.0,1950.0,3,3,3,5.0,New Property,1,0,0,0,1,0,49,1950.0,1950.0,1161.0
2.5,Sector 102,7817.0,3198.0,4,5,3+,5.0,Relatively New,1,0,0,0,0,0,76,3198.0,3198.0,
1.45,Sector 107,6141.0,2361.0,3,4,3+,7.0,Relatively New,1,0,0,0,0,0,67,2361.0,2361.0,
1.2,Sector 108,6825.0,1758.0,3,3,3+,10.0,Relatively New,0,1,0,0,0,0,93,1758.0,1758.0,974.68
1.6,Sector 108,7988.0,2003.0,3,4,3+,3.0,Relatively New,1,0,0,0,0,1,60,2003.0,2003.0,1140.98
0.62,Sector 67A,11854.0,523.0,2,2,2,2.0,Relatively New,0,0,0,0,0,0,64,,,523.0
0.55,Sector 67A,10516.0,523.0,2,2,2,3.0,Relatively New,0,0,0,0,0,0,73,,,523.0
2.85,Sector 60,13936.0,2045.0,3,4,3+,5.0,Relatively New,1,0,0,0,0,1,174,2045.0,2045.0,1490.0
1.31,Sector 85,7987.0,1640.0,2,2,2,5.0,Relatively New,1,0,0,0,0,0,89,,,1640.0
2.2,Sector 85,11178.0,1968.0,4,5,3+,4.0,Relatively New,1,0,1,0,0,0,174,2812.0,2812.0,1968.0
3.0,Sector 112,11538.0,2600.0,3,3,2,2.0,Relatively New,0,0,0,0,1,1,49,2802.0,2802.0,2200.0
1.3,Sector 86,6735.0,1930.0,3,3,3,15.0,Relatively New,1,0,1,0,0,1,49,1930.0,1930.0,
1.95,Sector 102,7561.0,2579.0,3,4,3,9.0,Relatively New,1,1,0,0,0,1,83,2579.0,2579.0,
0.9,Sector 108,7014.0,1283.0,2,3,3,2.0,Relatively New,1,0,0,0,0,0,94,1283.0,1283.0,734.43
1.2,Sector 107,6176.0,1943.0,3,3,3,7.0,Relatively New,0,0,0,0,0,1,49,1943.0,1943.0,1550.0
0.36,Sector 107,6569.0,548.0,2,2,1,9.0,Relatively New,0,0,0,0,0,0,28,548.0,548.0,
0.37,Sector 107,6751.0,548.0,2,2,1,10.0,Relatively New,0,0,0,0,0,0,73,548.0,548.0,
0.5,Sector 107,4761.0,1050.0,3,2,2,5.0,Relatively New,0,0,0,0,1,0,35,1050.0,1050.0,645.0
8.44,Sushant Lok Phase 1,16230.0,5200.0,4,5,3,9.0,Moderately Old,1,0,0,0,0,2,117,5200.0,5200.0,4900.0
1.12,Sector 82,6256.0,1790.0,3,3,2,12.0,Relatively New,0,0,1,0,0,1,49,1790.0,1790.0,1400.0
1.12,Sector 82,8000.0,1400.0,3,4,2,6.0,Relatively New,1,0,1,0,0,0,174,1790.0,1790.0,1400.0
0.39,Sector 81,6500.0,600.0,2,2,2,6.0,Relatively New,0,0,0,0,0,0,37,,,600.0
0.38,Sector 81,9500.0,400.0,1,1,2,3.0,Relatively New,0,0,0,0,0,0,43,,,400.0
1.65,Sector 70,8461.0,1950.0,3,3,2,6.0,Relatively New,0,1,0,0,0,0,72,,,1950.0
1.15,Sector 70,8518.0,1350.0,2,2,2,6.0,Relatively New,0,1,0,0,0,0,85,,,1350.0
2.15,Sector 60,23344.0,921.0,2,3,2,5.0,Relatively New,1,0,0,0,0,1,49,1524.0,1524.0,921.0
2.1,Sector 70,8750.0,2400.0,4,5,3+,5.0,Moderately Old,1,0,0,0,0,1,120,2400.0,2400.0,1850.0
2.0,Sector 70,8333.0,2400.0,4,5,3+,6.0,Moderately Old,1,0,0,0,0,1,95,2400.0,2400.0,1850.0
1.9,Sector 49,10526.0,1805.0,3,3,3,9.0,Moderately Old,1,0,0,0,0,0,95,,,1805.0
1.59,Suncity,7066.0,2250.0,3,3,3+,3.0,Moderately Old,0,1,0,0,0,1,127,,2250.0,
1.45,Sector 56,7631.0,1900.0,3,3,3+,2.0,Moderately Old,0,0,0,0,0,1,126,1900.0,1900.0,
1.39,Sector 56,7227.0,1923.0,3,3,3,4.0,Moderately Old,0,1,0,0,0,1,134,1920.0,1920.0,
5.0,Sector 53,17271.0,2895.0,3,4,3+,8.0,Relatively New,1,0,1,0,1,1,49,2895.0,2895.0,2200.0
1.65,Sector 56,7006.0,2355.0,3,3,3+,5.0,Moderately Old,0,1,0,0,0,1,134,2355.0,2355.0,
1.6,Sector 67A,9264.0,1727.0,3,3,2,3.0,New Property,0,0,0,1,0,1,142,1727.0,1727.0,1017.0
1.38,Sector 56,7225.0,1910.0,3,3,3,5.0,Moderately Old,0,1,0,0,0,1,134,,1910.0,
1.8,Sector 67A,9370.0,1921.0,3,3,2,3.0,New Property,0,1,0,1,0,1,150,1921.0,1921.0,1227.96
1.62,Sector 67A,9380.0,1727.0,3,3,2,4.0,New Property,0,0,0,1,0,1,142,1727.0,1727.0,1017.0
1.5,Sector 56,6648.0,2256.0,3,5,3+,4.0,Moderately Old,0,1,1,0,0,1,134,,2250.0,
1.85,Sector 67A,9531.0,1941.0,3,4,3,4.0,New Property,0,1,0,1,0,1,150,,1941.0,
1.8,Sector 67A,14658.0,1228.0,3,3,3,6.0,New Property,1,0,0,1,0,1,150,1921.0,1921.0,1227.96
1.8,Sector 37D,8215.0,2191.0,4,3,3,12.0,Relatively New,0,1,0,0,0,1,144,2191.0,2191.0,
1.62,Sector 70,13953.0,1161.0,3,3,3,9.0,Relatively New,1,0,0,0,0,0,96,1950.0,1950.0,1161.0
1.78,Sector 37D,8124.0,2191.0,4,3,3,10.0,Relatively New,1,0,0,0,0,0,127,2191.0,2191.0,
1.55,Sector 37D,8558.0,1811.0,3,3,3+,11.0,Relatively New,0,0,0,0,0,0,79,1811.0,1811.0,
2.5,Sector 43,9433.0,2650.0,4,4,3+,2.0,Relatively New,0,0,0,0,0,1,94,2650.0,2650.0,
2.15,Sector 47,10306.0,2086.0,3,4,3+,10.0,Moderately Old,1,0,0,0,0,0,49,2086.0,2086.0,1750.0
5.6,Sector 112,11529.0,4857.0,4,6,3+,15.0,Moderately Old,1,0,0,0,0,1,157,4857.0,4857.0,
1.25,Sector 77,8620.0,1450.0,3,4,3,3.0,Relatively New,1,1,0,0,0,0,49,1450.0,1450.0,1177.0
1.1,Sector 77,5296.0,2077.0,3,4,3+,9.0,Relatively New,1,0,0,0,0,0,49,2077.0,2077.0,1600.0
6.0,MG Road,22346.0,2685.0,3,3,2,8.0,Moderately Old,1,0,0,0,0,0,31,,,2685.0
7.0,MG Road,22222.0,3150.0,4,3,2,10.0,Moderately Old,1,0,0,0,0,0,31,3150.0,3150.0,1913.0
8.5,Sector 50,8500.0,10000.0,4,4,3,9.0,Moderately Old,1,0,0,0,0,0,35,,,10000.0
6.0,Sector 50,12272.0,4889.0,4,3,3,5.0,Moderately Old,1,0,0,0,0,0,31,4400.0,4400.0,
8.0,Sector 50,8888.0,9001.0,4,3,3,7.0,Moderately Old,1,0,0,0,0,0,35,,,9000.0
3.5,Sector 72,11428.0,3063.0,4,5,3+,16.0,Relatively New,1,0,0,0,1,0,31,,2625.0,
4.0,Sector 72,13769.0,2905.0,4,5,2,7.0,Moderately Old,1,0,0,0,0,0,38,2905.0,2905.0,
7.0,Sector 65,18181.0,3850.0,3,3,2,12.0,Moderately Old,0,0,0,1,0,0,60,,,3850.0
13.2,Sector 65,12000.0,11000.0,4,4,3,13.0,Moderately Old,1,0,0,0,0,0,60,,,11000.0
6.5,Sector 112,10416.0,6240.0,4,5,3,11.0,Relatively New,0,0,0,0,0,0,55,,4800.0,
3.4,Sector 72,15560.0,2185.0,3,4,3+,9.0,Moderately Old,1,0,0,0,0,0,38,2185.0,2185.0,
2.6,Sector 70A,12009.0,2165.0,3,2,2,12.0,Moderately Old,1,0,0,0,0,0,52,,,2165.0
3.5,Sector 72,11428.0,3063.0,4,5,3+,10.0,Relatively New,1,0,0,0,1,0,38,,2625.0,
0.72,Sector 95,3664.0,1965.0,3,3,2,4.0,Relatively New,0,0,0,0,1,0,21,1965.0,1965.0,1600.0
3.65,Sector 112,11428.0,3194.0,3,5,2,3.0,Relatively New,1,0,0,0,0,0,72,,2800.0,
0.28,Sector 95,3650.0,767.0,2,2,2,5.0,New Property,0,0,0,0,1,0,0,767.0,767.0,
2.92,Nirvana Country,11209.0,2605.0,3,3,3,10.0,Moderately Old,1,0,0,0,0,1,174,2605.0,2605.0,2100.0
1.82,Nirvana Country,9912.0,1836.0,3,3,3+,14.0,Moderately Old,0,0,0,0,1,1,174,1836.0,1836.0,1500.0
1.02,Sector 68,8095.0,1260.0,2,2,2,11.0,Relatively New,0,0,0,0,1,1,49,1260.0,1260.0,800.0
0.65,Sector 90,4814.0,1350.0,2,2,3,3.0,Relatively New,0,1,0,0,0,0,106,1350.0,1350.0,
0.39,Sector 92,6077.0,642.0,3,3,3+,6.0,Relatively New,0,0,0,0,0,0,104,,,641.74
1.15,Sector 90,6325.0,1818.0,3,3,3+,18.0,Relatively New,0,0,1,0,0,1,130,1818.0,1818.0,
1.42,Sector 65,13921.0,1020.0,2,2,2,6.0,Relatively New,0,1,0,0,0,1,174,1020.0,1020.0,750.0
2.35,Sector 49,11559.0,2033.0,3,3,3,15.0,Relatively New,0,0,0,0,1,0,49,2033.0,2033.0,1750.0
2.38,Sector 49,11497.0,2070.0,3,4,3,1.0,Relatively New,0,1,0,0,0,0,49,2070.0,2070.0,1750.0
1.15,Sector 90,5958.0,1930.0,3,3,3+,9.0,Relatively New,1,0,1,0,0,0,88,1930.0,1930.0,
1.6,Sector 90,6768.0,2364.0,4,4,3+,10.0,Relatively New,1,0,1,0,0,0,88,2364.0,2364.0,
1.28,Sector 86,8205.0,1560.0,3,4,3+,12.0,Moderately Old,1,0,1,0,0,0,96,1930.0,1930.0,1560.0
1.75,Sector 90,5720.0,3059.0,4,4,3+,17.0,Relatively New,1,0,1,0,0,0,88,2727.0,2727.0,
1.75,Sector 91,7402.0,2364.0,4,4,3+,9.0,Relatively New,1,0,1,0,0,0,88,2364.0,2364.0,
2.65,Sector 111,11963.0,2215.0,3,4,3+,19.0,Relatively New,1,1,1,1,0,1,65,2215.0,2215.0,
2.22,Sector 109,10596.0,2095.0,3,4,3,14.0,Relatively New,1,1,1,1,0,1,45,2095.0,2095.0,
1.85,Sector 104,8078.0,2290.0,3,4,3+,14.0,Relatively New,1,1,1,1,0,0,117,2290.0,2290.0,
0.98,Sector 108,13343.0,734.0,2,3,3,12.0,Relatively New,1,1,1,1,0,1,31,,978.23,734.43
2.45,Sector 103,8521.0,2875.0,4,4,3,11.0,Relatively New,1,1,1,1,0,0,38,2875.0,2875.0,
1.34,Sector 103,7882.0,1700.0,3,3,3+,12.0,Relatively New,1,1,1,1,0,1,38,1725.0,1725.0,1700.0
1.92,Sector 102,9600.0,2000.0,3,3,3,12.0,Relatively New,1,1,1,1,0,1,95,,,2000.0
1.9,Sector 102,10058.0,1889.0,3,3,3+,9.0,Relatively New,0,1,1,1,0,1,0,,,1889.0
4.55,Sector 102,10000.0,4550.0,4,4,3+,11.0,Relatively New,0,0,0,0,0,1,60,4650.0,4650.0,4550.0
1.54,Sector 102,9333.0,1650.0,3,3,3,12.0,Relatively New,1,0,0,0,0,0,61,1650.0,1650.0,1022.58
1.55,Sector 86,6578.0,2356.0,4,4,3+,12.0,Moderately Old,1,0,1,0,0,1,120,2356.0,2356.0,1750.0
1.68,Sector 108,8387.0,2003.0,3,3,3+,4.0,Relatively New,1,1,0,0,0,1,86,2003.0,2003.0,986.41
2.3,Sector 70A,10697.0,2150.0,3,3,3,3.0,Relatively New,0,0,0,1,0,1,124,2150.0,2150.0,
0.97,Sector 70A,6587.0,1473.0,3,3,3+,1.0,Relatively New,0,0,0,0,1,0,149,1480.0,1480.0,
1.9,Sector 90,5683.0,3343.0,4,4,3+,7.0,Relatively New,1,0,1,0,0,0,88,2727.0,2727.0,
1.55,Sector 90,6556.0,2364.0,4,4,3+,1.0,Relatively New,1,0,1,0,0,0,81,2364.0,2364.0,
1.13,Sector 90,6647.0,1700.0,3,3,3+,8.0,Relatively New,0,0,0,0,1,0,72,1730.0,1730.0,
0.85,Sector 90,4404.0,1930.0,3,4,3,3.0,Relatively New,1,0,0,1,0,0,110,1930.0,1930.0,1450.0
2.64,Sector 49,11725.0,2252.0,3,4,3+,2.0,Moderately Old,1,0,1,0,0,1,140,2251.42,2251.42,
2.1,Sector 49,10418.0,2016.0,3,3,3,9.0,Moderately Old,0,0,1,0,0,1,132,2015.58,2015.58,
1.4,Sector 102,11666.0,1200.0,2,2,3,0.0,Relatively New,0,0,0,0,0,0,80,1368.0,1368.0,1200.0
1.45,Sector 102,8787.0,1650.0,3,3,2,7.0,Relatively New,1,0,0,0,0,1,169,1650.0,1650.0,
1.2,Sector 90,6217.0,1930.0,3,3,3+,8.0,Moderately Old,1,0,1,0,0,0,59,,,1930.0
0.39,Sector 106,5571.0,700.0,1,1,1,7.0,Relatively New,0,0,0,0,0,0,130,700.0,700.0,450.0
1.25,Sector 71,7171.0,1743.0,3,4,2,7.0,Relatively New,1,0,0,0,0,1,160,1743.0,1743.0,
1.59,Sector 104,10903.0,1458.0,2,2,2,12.0,Relatively New,0,0,0,0,0,0,121,1550.0,1550.0,
5.25,Sector 111,11666.0,4500.0,4,6,3+,7.0,Relatively New,1,0,0,0,0,1,134,4500.0,4500.0,
3.4,Sector 111,11525.0,2950.0,4,5,3+,14.0,Relatively New,1,0,0,0,0,0,94,2950.0,2950.0,
3.29,Sector 112,11741.0,2802.0,3,3,3+,2.0,Relatively New,1,0,0,0,0,1,152,2802.0,2802.0,
2.49,Sector 104,10163.0,2450.0,3,3,3+,14.0,Relatively New,1,0,0,0,0,1,129,2450.0,2450.0,
1.75,Sector 102,9062.0,1931.0,3,4,3+,16.0,Relatively New,1,0,0,0,0,0,134,1931.0,1931.0,
2.29,Sector 108,8240.0,2779.0,4,5,3+,8.0,Relatively New,1,0,0,0,0,0,95,,2779.0,
2.15,Sector 102,10004.0,2149.0,3,4,3+,18.0,Relatively New,1,1,0,0,0,1,134,2149.0,2149.0,
0.89,Sector 82,8850.0,1006.0,2,2,2,14.0,Relatively New,0,1,0,0,0,1,129,1428.08,1428.08,1000.0
2.65,Nirvana Country,11276.0,2350.0,3,3,3+,3.0,Moderately Old,1,0,0,0,0,0,174,2605.0,2605.0,2350.0
0.86,Sector 82,6022.0,1428.0,2,2,2,12.0,Relatively New,0,1,0,0,0,1,135,1430.0,1430.0,
1.35,Sector 79,8970.0,1505.0,3,3,2,7.0,Relatively New,0,0,0,0,0,0,118,1505.0,1505.0,
1.69,Sector 79,8522.0,1983.0,3,3,2,7.0,Relatively New,0,0,0,0,0,0,112,1983.0,1983.0,
2.65,Sector 104,8412.0,3150.0,4,4,3+,14.0,Relatively New,1,0,0,0,0,1,21,3150.0,3150.0,2650.0
1.75,Sector 104,7641.0,2290.0,3,4,3+,12.0,Relatively New,1,1,1,0,1,1,21,2290.0,2290.0,1800.0
1.3,Sector 107,10815.0,1202.0,3,3,3,7.0,Relatively New,0,0,1,0,0,0,89,1943.0,1943.0,1202.0
1.75,Sector 102,9449.0,1852.0,3,3,3,10.0,Relatively New,1,1,1,0,1,0,49,1852.0,1852.0,1128.0
1.25,Sector 90,6502.0,1922.0,3,3,3+,5.0,Relatively New,1,0,1,0,0,0,127,1930.0,1930.0,1928.0
1.2,Sector 79,8053.0,1490.0,3,3,3+,24.0,Relatively New,0,0,0,0,0,1,135,1490.0,1490.0,863.91
1.5,Sector 79,8264.0,1815.0,3,4,3+,11.0,Relatively New,1,0,0,0,0,1,144,1815.0,1815.0,1071.33
2.05,Sector 69,9950.0,2060.0,4,4,2,0.0,Relatively New,0,0,0,0,0,0,157,2087.0,2087.0,
1.95,Sector 69,9701.0,2010.0,4,4,2,0.0,Relatively New,0,0,0,0,0,0,157,2010.0,2010.0,
1.19,Sector 69,8814.0,1350.0,2,3,1,0.0,Relatively New,0,1,0,0,0,0,174,,,1350.0
1.4,Sector 69,9102.0,1538.0,3,3,1,12.0,Relatively New,0,0,0,0,0,1,157,1538.0,1538.0,
1.75,Sector 69,9459.0,1850.0,3,4,2,0.0,Relatively New,0,0,0,0,0,1,174,,,1850.0
1.36,Sector 69,8618.0,1578.0,3,3,1,12.0,Relatively New,0,0,1,0,0,0,95,1578.0,1578.0,1039.0
1.51,Sector 69,9569.0,1578.0,3,3,2,0.0,Relatively New,0,0,1,0,0,2,165,1578.0,1578.0,1100.0
2.91,Sector 81,9136.0,3185.0,4,5,2,6.0,Relatively New,1,0,0,0,0,1,101,3185.0,3185.0,2837.0
1.1,Sector 81,6686.0,1645.0,3,2,3+,5.0,Relatively New,0,0,0,0,0,0,150,1645.0,1645.0,1034.0
0.85,Sector 84,4927.0,1725.0,3,3,3+,10.0,Relatively New,0,1,0,0,0,0,52,1725.0,1725.0,
0.41,Sector 86,6905.0,594.0,2,2,1,3.0,Relatively New,0,0,0,0,0,0,63,,,601.0
0.37,Sector 84,6346.0,583.0,2,2,1,5.0,Relatively New,0,0,0,0,0,0,73,583.0,583.0,483.0
0.88,Sector 84,4821.0,1825.0,3,3,3,16.0,Relatively New,0,0,1,0,0,0,67,1825.0,1825.0,
0.9,Sector 84,4444.0,2025.0,3,3,3,18.0,Relatively New,1,0,1,0,0,0,59,2025.0,2025.0,
1.43,Sector 69,8886.0,1609.0,3,3,2,1.0,Relatively New,0,0,1,0,0,0,86,1608.0,1608.0,1039.0
1.38,Sector 69,8972.0,1538.0,3,3,1,12.0,Relatively New,0,0,0,0,0,0,174,,,1538.0
2.0,Sector 69,9583.0,2087.0,4,4,2,0.0,Relatively New,0,0,0,0,0,0,157,2087.0,2087.0,
1.55,Sector 69,9639.0,1608.0,3,3,2,2.0,Relatively New,0,0,1,0,0,1,86,1608.0,1608.0,
1.46,Sector 69,9252.0,1578.0,3,3,2,0.0,Relatively New,0,0,1,0,0,1,174,1578.0,1578.0,
1.68,Sector 69,10071.0,1668.0,3,3,2,0.0,Relatively New,0,0,0,0,0,0,157,1668.0,1668.0,
1.2,Sector 69,8888.0,1350.0,2,3,1,0.0,Relatively New,0,0,0,0,0,0,150,1350.0,1350.0,
1.66,Sector 69,10134.0,1638.0,3,3,2,0.0,Relatively New,0,0,0,0,0,0,157,1638.0,1638.0,
1.6,Sector 69,10139.0,1578.0,3,3,2,0.0,Relatively New,0,0,1,0,0,0,166,1578.0,1578.0,
1.76,Sector 69,9513.0,1850.0,3,4,2,0.0,Relatively New,0,0,0,0,0,0,157,1850.0,1850.0,
0.6,Sector 84,5000.0,1200.0,2,2,2,14.0,Relatively New,0,0,0,0,0,0,52,1200.0,1200.0,
0.92,Sector 84,5041.0,1825.0,3,3,3,2.0,Relatively New,0,1,1,0,0,0,67,1825.0,1825.0,
0.69,Sector 84,5111.0,1350.0,2,2,3+,8.0,Relatively New,0,1,0,0,0,0,59,1350.0,1350.0,
1.51,Sector 90,6387.0,2364.0,4,4,3+,6.0,Relatively New,1,0,1,0,0,1,142,2364.0,2364.0,2360.0
0.65,Sector 92,4587.0,1417.0,3,3,2,3.0,Relatively New,0,0,0,0,0,0,6,,,1417.0
0.51,Sector 92,4080.0,1250.0,3,2,2,2.0,Relatively New,0,0,0,0,0,0,72,1250.0,1250.0,
0.63,Sector 82,5590.0,1127.0,2,2,3+,2.0,Relatively New,0,1,0,0,0,0,110,1134.0,1134.0,
1.54,Sector 86,5786.0,2662.0,4,4,3+,21.0,Moderately Old,1,1,1,0,0,0,80,2364.0,2364.0,
0.95,Sector 81,6985.0,1360.0,2,2,2,13.0,Relatively New,0,0,0,0,0,1,167,1360.0,1360.0,894.0
1.21,Sector 90,6926.0,1747.0,3,3,3+,29.0,Relatively New,0,0,0,0,1,0,95,1747.0,1747.0,
2.2,Sector 81,11190.0,1966.0,3,4,3+,7.0,Relatively New,1,0,0,0,0,2,104,2100.0,2100.0,
1.65,Sector 90,7449.0,2215.0,4,4,3+,15.0,Relatively New,0,0,0,0,0,1,158,2215.0,2215.0,2213.0
0.9,Sector 84,4931.0,1825.0,3,3,3,11.0,Relatively New,0,0,0,0,0,0,87,1825.0,1825.0,
0.54,Sector 84,4458.0,1211.0,2,2,3+,17.0,Relatively New,0,0,0,0,0,0,81,1200.0,1200.0,
1.02,Sector 84,4868.0,2095.0,4,4,3+,11.0,Relatively New,1,0,1,0,0,0,99,2095.0,2095.0,
1.78,Sector 90,8040.0,2214.0,4,4,3+,12.0,Relatively New,0,0,0,0,0,0,61,2215.0,2215.0,
1.29,Sector 90,7103.0,1816.0,3,3,3+,12.0,Relatively New,1,0,0,0,0,0,152,1818.0,1818.0,1816.0
1.25,Sector 90,5931.0,2108.0,3,3,3,18.0,Relatively New,0,0,0,0,1,0,72,1720.0,1720.0,
2.5,Sector 81,11726.0,2132.0,3,3,2,4.0,Relatively New,1,0,0,0,0,2,82,2132.0,2132.0,2129.0
2.52,Sector 70A,10723.0,2350.0,3,4,3,8.0,Relatively New,1,0,0,0,0,0,174,2350.0,2350.0,
2.3,Sector-33 Sohna,12777.0,1800.0,4,4,3+,5.0,New Property,1,0,1,0,0,1,42,,,1800.0
1.55,Sector-33 Sohna,11923.0,1300.0,3,3,3+,7.0,New Property,0,0,0,0,0,1,28,,,1300.0
1.2,Sector 90,6217.0,1930.0,3,3,3+,15.0,Relatively New,0,0,0,0,0,0,37,1930.0,1930.0,
1.65,Sector 90,6979.0,2364.0,4,4,3+,15.0,Moderately Old,1,0,0,0,0,1,137,2364.0,2364.0,
1.25,Sector 79,8389.0,1490.0,3,3,3+,16.0,Relatively New,0,0,0,0,0,1,49,,,1490.0
1.2,Sector 79,8053.0,1490.0,3,3,3,24.0,Relatively New,0,0,0,0,0,1,8,1490.0,1490.0,
2.06,Sector 69,11386.0,1809.0,3,3,3,16.0,Relatively New,0,0,0,0,0,0,49,1812.0,1812.0,
2.07,Sector 69,11423.0,1812.0,3,3,3,16.0,Relatively New,0,0,0,0,0,0,49,1812.0,1812.0,
1.6,Sector 70,8205.0,1950.0,3,5,3,6.0,Relatively New,1,0,0,0,0,0,174,,,1950.0
1.31,Sector 69,8517.0,1538.0,3,3,2,12.0,Relatively New,0,0,1,0,0,1,174,1538.0,1538.0,
1.92,Sector 69,15360.0,1250.0,4,4,2,0.0,Relatively New,0,0,0,0,0,0,174,,,1250.0
1.9,Sector 69,9452.0,2010.0,4,4,2,6.0,Relatively New,0,0,0,1,0,0,174,2010.0,2010.0,1500.0
3.1,Sector 69,9822.0,3156.0,4,6,3+,14.0,Relatively New,1,0,1,0,0,0,174,3156.0,3156.0,2500.0
1.4,Sector 69,8928.0,1568.0,3,3,1,12.0,Relatively New,0,0,1,0,0,0,174,1568.0,1568.0,1200.0
1.44,Sector 69,9125.0,1578.0,3,3,2,1.0,Relatively New,0,0,1,0,0,0,174,1578.0,1578.0,1200.0
3.05,Sector 69,9664.0,3156.0,4,5,3+,14.0,Relatively New,1,0,0,0,1,0,49,3156.0,3156.0,
1.28,Sector 69,8111.0,1578.0,3,3,2,12.0,Relatively New,0,0,1,0,0,1,49,1578.0,1578.0,
1.6,Sector 69,10139.0,1578.0,3,3,2,0.0,Relatively New,0,0,1,0,0,0,49,1578.0,1578.0,
1.9,Sector 69,9452.0,2010.0,4,4,2,0.0,Relatively New,0,0,0,0,0,0,49,2010.0,2010.0,
1.7,Sector 69,10773.0,1578.0,3,3,2,0.0,Relatively New,0,0,1,0,0,0,49,1578.0,1578.0,
1.36,Sector 69,8618.0,1578.0,3,3,2,12.0,Relatively New,0,0,1,0,0,1,49,1578.0,1578.0,
1.38,Sector 69,8972.0,1538.0,3,3,1,12.0,Relatively New,0,0,0,0,0,0,157,1538.0,1538.0,
1.15,Sector 81,6927.0,1660.0,3,2,3+,12.0,Relatively New,0,0,0,0,0,0,101,1660.0,1660.0,1082.0
1.4,Sector 69,8928.0,1568.0,3,3,1,12.0,Relatively New,0,0,0,0,0,0,157,1568.0,1568.0,
1.37,Sector 69,8907.0,1538.0,3,3,1,12.0,Relatively New,0,0,0,0,0,0,116,1538.0,1538.0,
1.4,Sector 69,8920.0,1570.0,3,3,1,12.0,Relatively New,0,0,1,0,0,0,86,1568.0,1568.0,
0.65,Sector 83,6190.0,1050.0,2,2,2,1.0,Relatively New,0,0,0,0,0,1,174,1050.0,1050.0,850.0
0.6,Sector 83,5714.0,1050.0,2,2,2,1.0,Relatively New,0,0,0,0,0,1,167,1050.0,1050.0,950.0
0.75,Sector 77,5588.0,1342.0,2,2,2,7.0,Relatively New,0,0,0,0,0,1,174,1342.0,1342.0,1050.0
0.95,Sector 81,6985.0,1360.0,2,2,2,14.0,Relatively New,0,0,0,0,0,1,165,1360.0,1360.0,894.0
1.24,Sector 84,6465.0,1918.0,3,3,3,8.0,Relatively New,0,1,0,0,0,1,158,1918.0,1918.0,1550.0
0.9,Sector 84,6206.0,1450.0,3,3,3+,12.0,Relatively New,0,0,0,0,0,0,166,1725.0,1725.0,1450.0
1.3,Sector 79,8024.0,1620.0,3,3,3+,1.0,Relatively New,0,0,0,0,0,1,140,1620.0,1620.0,863.91
0.73,Sector 84,6083.0,1200.0,2,2,3+,4.0,Relatively New,0,1,1,1,0,0,158,1200.0,1200.0,870.0
